sequence_number,batch,analysis_id,kit_id,lab_id,project,sequence_type,sequence_version,kneaddata_fastq,stat_csv,metaphlan_file,pathway_abun,ec_abun,genes_abun,ko_abun,raw_data_forward,raw_data_reverse
B05AML_AMD_0304,BATCH5,,AMDJ-Q6AU-GE5D,AMD0304,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/kneaddata/B05AML_AMD_0304.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/kneaddata/B05AML_AMD_0304_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/metaphlan/B05AML_AMD_0304_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/humann/B05AML_AMD_0304_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/humann/B05AML_AMD_0304_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/humann/B05AML_AMD_0304_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0304/humann/B05AML_AMD_0304_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0304_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0304_2.fastq.gz
B05AML_AMD_0305,BATCH5,,AMDJ-V5J6-DRVU,AMD0305,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/kneaddata/B05AML_AMD_0305.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/kneaddata/B05AML_AMD_0305_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/metaphlan/B05AML_AMD_0305_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/humann/B05AML_AMD_0305_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/humann/B05AML_AMD_0305_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/humann/B05AML_AMD_0305_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0305/humann/B05AML_AMD_0305_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0305_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0305_2.fastq.gz
B05AML_AMD_0308,BATCH5,,AMDJ-96QX-ZT6E,AMD0308,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/kneaddata/B05AML_AMD_0308.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/kneaddata/B05AML_AMD_0308_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/metaphlan/B05AML_AMD_0308_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/humann/B05AML_AMD_0308_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/humann/B05AML_AMD_0308_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/humann/B05AML_AMD_0308_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0308/humann/B05AML_AMD_0308_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0308_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0308_2.fastq.gz
B05AML_AMD_0309,BATCH5,,AMDJ-DPJ2-9QN8,AMD0309,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/kneaddata/B05AML_AMD_0309.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/kneaddata/B05AML_AMD_0309_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/metaphlan/B05AML_AMD_0309_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/humann/B05AML_AMD_0309_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/humann/B05AML_AMD_0309_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/humann/B05AML_AMD_0309_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0309/humann/B05AML_AMD_0309_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0309_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0309_2.fastq.gz
B05AML_AMD_0310,BATCH5,,AMDJ-4KR7-KSTW,AMD0310,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/kneaddata/B05AML_AMD_0310.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/kneaddata/B05AML_AMD_0310_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/metaphlan/B05AML_AMD_0310_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/humann/B05AML_AMD_0310_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/humann/B05AML_AMD_0310_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/humann/B05AML_AMD_0310_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0310/humann/B05AML_AMD_0310_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0310_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0310_2.fastq.gz
B05AML_AMD_0311,BATCH5,,AMDJ-R327-B4KQ,AMD0311,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/kneaddata/B05AML_AMD_0311.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/kneaddata/B05AML_AMD_0311_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/metaphlan/B05AML_AMD_0311_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/humann/B05AML_AMD_0311_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/humann/B05AML_AMD_0311_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/humann/B05AML_AMD_0311_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0311/humann/B05AML_AMD_0311_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0311_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0311_2.fastq.gz
B05AML_AMD_0313,BATCH5,,AMDJ-5KTK-5GRB,AMD0313,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/kneaddata/B05AML_AMD_0313.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/kneaddata/B05AML_AMD_0313_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/metaphlan/B05AML_AMD_0313_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/humann/B05AML_AMD_0313_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/humann/B05AML_AMD_0313_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/humann/B05AML_AMD_0313_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0313/humann/B05AML_AMD_0313_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0313_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0313_2.fastq.gz
B05AML_AMD_0319,BATCH5,,AMDJ-9RBQ-5ZE3,AMD0319,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/kneaddata/B05AML_AMD_0319.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/kneaddata/B05AML_AMD_0319_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/metaphlan/B05AML_AMD_0319_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/humann/B05AML_AMD_0319_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/humann/B05AML_AMD_0319_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/humann/B05AML_AMD_0319_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0319/humann/B05AML_AMD_0319_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0319_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0319_2.fastq.gz
B05AML_AMD_0322,BATCH5,,AMDJ-VB3F-6ZM3,AMD0322,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/kneaddata/B05AML_AMD_0322.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/kneaddata/B05AML_AMD_0322_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/metaphlan/B05AML_AMD_0322_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/humann/B05AML_AMD_0322_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/humann/B05AML_AMD_0322_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/humann/B05AML_AMD_0322_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5-104samples/B05AML_AMD_0322/humann/B05AML_AMD_0322_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0322_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0322_2.fastq.gz
B05AML_AMD_0322,BATCH5,,AMDJ-VB3F-6ZM3,AMD0322,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/kneaddata/B05AML_AMD_0322.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/kneaddata/B05AML_AMD_0322_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/metaphlan/B05AML_AMD_0322_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/humann/B05AML_AMD_0322_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/humann/B05AML_AMD_0322_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/humann/B05AML_AMD_0322_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0322/humann/B05AML_AMD_0322_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0322_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0322_2.fastq.gz
B05AML_AMD_0325,BATCH5,,AMDJ-DD4Z-5RXR,AMD0325,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/kneaddata/B05AML_AMD_0325.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/kneaddata/B05AML_AMD_0325_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/metaphlan/B05AML_AMD_0325_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/humann/B05AML_AMD_0325_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/humann/B05AML_AMD_0325_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/humann/B05AML_AMD_0325_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0325/humann/B05AML_AMD_0325_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0325_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0325_2.fastq.gz
B05AML_AMD_0332,BATCH5,,AMDJ-NQDJ-WGHR,AMD0332,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/kneaddata/B05AML_AMD_0332.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/kneaddata/B05AML_AMD_0332_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/metaphlan/B05AML_AMD_0332_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/humann/B05AML_AMD_0332_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/humann/B05AML_AMD_0332_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/humann/B05AML_AMD_0332_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0332/humann/B05AML_AMD_0332_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0332_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0332_2.fastq.gz
B05AML_AMD_0336,BATCH5,,AMDJ-6DRJ-NUHS,AMD0336,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/kneaddata/B05AML_AMD_0336.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/kneaddata/B05AML_AMD_0336_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/metaphlan/B05AML_AMD_0336_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/humann/B05AML_AMD_0336_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/humann/B05AML_AMD_0336_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/humann/B05AML_AMD_0336_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0336/humann/B05AML_AMD_0336_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0336_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0336_2.fastq.gz
B05AML_AMD_0338,BATCH5,,AMDJ-WCS5-2WHV,AMD0338,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/kneaddata/B05AML_AMD_0338.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/kneaddata/B05AML_AMD_0338_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/metaphlan/B05AML_AMD_0338_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/humann/B05AML_AMD_0338_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/humann/B05AML_AMD_0338_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/humann/B05AML_AMD_0338_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0338/humann/B05AML_AMD_0338_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0338_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0338_2.fastq.gz
B05AML_AMD_0340,BATCH5,,AMDJ-GUM8-PEFQ,AMD0340,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/kneaddata/B05AML_AMD_0340.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/kneaddata/B05AML_AMD_0340_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/metaphlan/B05AML_AMD_0340_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/humann/B05AML_AMD_0340_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/humann/B05AML_AMD_0340_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/humann/B05AML_AMD_0340_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0340/humann/B05AML_AMD_0340_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0340_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0340_2.fastq.gz
B05AML_AMD_0341,BATCH5,,AMDJ-3C5B-SCHQ,AMD0341,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/kneaddata/B05AML_AMD_0341.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/kneaddata/B05AML_AMD_0341_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/metaphlan/B05AML_AMD_0341_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/humann/B05AML_AMD_0341_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/humann/B05AML_AMD_0341_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/humann/B05AML_AMD_0341_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0341/humann/B05AML_AMD_0341_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0341_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0341_2.fastq.gz
B05AML_AMD_0346,BATCH5,,AMDJ-GCMN-Y87Z,AMD0346,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/kneaddata/B05AML_AMD_0346.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/kneaddata/B05AML_AMD_0346_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/metaphlan/B05AML_AMD_0346_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/humann/B05AML_AMD_0346_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/humann/B05AML_AMD_0346_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/humann/B05AML_AMD_0346_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0346/humann/B05AML_AMD_0346_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0346_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0346_2.fastq.gz
B05AML_AMD_0353,BATCH5,,AMDJ-H7PP-5F4T,AMD0353,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/kneaddata/B05AML_AMD_0353.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/kneaddata/B05AML_AMD_0353_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/metaphlan/B05AML_AMD_0353_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/humann/B05AML_AMD_0353_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/humann/B05AML_AMD_0353_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/humann/B05AML_AMD_0353_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0353/humann/B05AML_AMD_0353_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0353_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0353_2.fastq.gz
B05AML_AMD_0355,BATCH5,,AMDJ-MB4H-HCT5,AMD0355,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/kneaddata/B05AML_AMD_0355.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/kneaddata/B05AML_AMD_0355_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/metaphlan/B05AML_AMD_0355_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/humann/B05AML_AMD_0355_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/humann/B05AML_AMD_0355_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/humann/B05AML_AMD_0355_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0355/humann/B05AML_AMD_0355_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0355_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0355_2.fastq.gz
B05AML_AMD_0358,BATCH5,,AMDJ-CYFK-C78Y,AMD0358,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/kneaddata/B05AML_AMD_0358.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/kneaddata/B05AML_AMD_0358_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/metaphlan/B05AML_AMD_0358_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/humann/B05AML_AMD_0358_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/humann/B05AML_AMD_0358_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/humann/B05AML_AMD_0358_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0358/humann/B05AML_AMD_0358_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0358_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0358_2.fastq.gz
B05AML_AMD_0360,BATCH5,,AMDJ-UYE9-52ZG,AMD0360,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/kneaddata/B05AML_AMD_0360.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/kneaddata/B05AML_AMD_0360_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/metaphlan/B05AML_AMD_0360_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/humann/B05AML_AMD_0360_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/humann/B05AML_AMD_0360_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/humann/B05AML_AMD_0360_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0360/humann/B05AML_AMD_0360_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0360_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0360_2.fastq.gz
B05AML_AMD_0361,BATCH5,,AMDJ-R243-JTNA,AMD0361,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/kneaddata/B05AML_AMD_0361.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/kneaddata/B05AML_AMD_0361_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/metaphlan/B05AML_AMD_0361_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/humann/B05AML_AMD_0361_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/humann/B05AML_AMD_0361_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/humann/B05AML_AMD_0361_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0361/humann/B05AML_AMD_0361_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0361_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0361_2.fastq.gz
